Address,Price,Type,Size,Bedrooms,Bathrooms
"Paris 16ème, Paris 16ème
                    , France","€390,000",Apartment,33 m²,1,1
"Paris 7ème, Paris 7ème
                    , France","€760,000",Apartment,58 m²,1,1
"Paris 7ème, Paris 7ème
                    , France","€790,000",Apartment,63 m²,2,1
"Paris 16ème, Paris 16ème
                    , France","€1,400,000",Apartment,78 m²,2,1
"Hazmieh, Baabda
                    , Mount Lebanon","$400,000",Apartment,240 m²,3,4
"Paris 17ème, Paris 17ème
                    , France","€710,000",Apartment,47 m²,2,1
"Paris 16ème, Paris 16ème
                    , France","€840,000",Apartment,88 m²,2,1
"Paris 17ème, Paris 17ème
                    , France","€839,000",Apartment,70 m²,2,1
"Aamchit, Jbeil
                    , Mount Lebanon","$200,000",Apartment,200 m²,3,3
"Baabdat, El Metn
                    , Mount Lebanon","$230,000",Apartment,160 m²,3,3
"Baabdat, El Metn
                    , Mount Lebanon","$350,000",Apartment,250 m²,3,3
"Paris 16ème, Paris 16ème
                    , France","€735,000",Apartment,83 m²,2,1
"Paris 16ème, Paris 16ème
                    , France","€728,000",Apartment,48 m²,1,1
"Paris 8ème, Paris 8ème
                    , France","€721,000",Apartment,55 m²,2,1
"Paris 8ème, Paris 8ème
                    , France","€750,000",Apartment,65 m²,2,2
"Aamchit, Jbeil
                    , Mount Lebanon","$300,000",Apartment,232 m²,3,3
"Achkout, Kesrouane
                    , Mount Lebanon","$95,000",Apartment,100 m²,2,2
"Paris 8ème, Paris 8ème
                    , France","€640,000",Apartment,58 m²,1,2
"Hboub, Jbeil
                    , Mount Lebanon","$120,000",Apartment,124 m²,3,2
"Wata El Joz, Kesrouane
                    , Mount Lebanon","$85,000",Land,202 m²,N/A,N/A
"Wata El Joz, Kesrouane
                    , Mount Lebanon","$2,200,000",Land,617 m²,N/A,N/A
"Wata El Joz, Kesrouane
                    , Mount Lebanon","$300,000",Land,239 m²,N/A,N/A
"Wata El Joz, Kesrouane
                    , Mount Lebanon","$1,030,000",Land,717 m²,N/A,N/A
"Badaro, Beirut
                    , Beirut","$650,000",Shop,290 m²,2,N/A
"Hboub, Jbeil
                    , Mount Lebanon","$150,000",Apartment,175 m²,3,3
"Aamchit, Jbeil
                    , Mount Lebanon","$150,000",Apartment,135 m²,2,2
"Jbeil, Jbeil
                    , Mount Lebanon","$200,000",Apartment,170 m²,3,3
"Hazmieh, Baabda
                    , Mount Lebanon","$1,250,000",Apartment,470 m²,3,5
"Douar, El Metn
                    , Mount Lebanon","$125,000",Apartment,125 m²,2,2
"Antelias, El Metn
                    , Mount Lebanon","$240,000",Apartment,155 m²,3,3
"Antelias, El Metn
                    , Mount Lebanon","$200,000",Apartment,135 m²,2,2
"Paris 16ème, Paris 16ème
                    , France","€1,800,000",Apartment,147 m²,3,2
"Wata El Joz, Kesrouane
                    , Mount Lebanon","$250,000",Land,861 m²,N/A,N/A
"Faraya, Kesrouane
                    , Mount Lebanon","$1,000,000",Land,200 m²,N/A,N/A
"Bsalim, El Metn
                    , Mount Lebanon","$200,000",Apartment,165 m²,3,3
"Dekweneh, El Metn
                    , Mount Lebanon","$300,000",Office,95 m²,1,N/A
"Adma, Kesrouane
                    , Mount Lebanon","$800,000",Land,220 m²,N/A,N/A
"Furn El Chebbak, Baabda
                    , Mount Lebanon","$160,000",Apartment,135 m²,2,2
"chnaniir, Kesrouane
                    , Mount Lebanon","$4,000,000",Apartment,100 m²,4,6
"Paris 16ème, Paris 16ème
                    , France","€1,340,000",Apartment,90 m²,2,2
"Paris 16ème, Paris 16ème
                    , France","€1,700,000",Apartment,130 m²,3,2
"Jal el Dib, El Metn
                    , Mount Lebanon","$185,000",Apartment,140 m²,3,3
"Bhorsaf, El Metn
                    , Mount Lebanon","$300,000",Apartment,220 m²,3,4
"Bhorsaf, El Metn
                    , Mount Lebanon","$290,000",Apartment,220 m²,3,4
"Bhorsaf, El Metn
                    , Mount Lebanon","$310,000",Apartment,200 m²,3,4
